date,year,month,day,tavg,tmin,tmax,wdir,wspd,humidity,uvindex,sunrise,sunset,durationday,season,wdirn
2017-08-14,2017,08,14,16.8,9.1,22.8,SSW,8.0,63.3,4,05:44:29,20:24:42,880,summer,211.0
2017-08-15,2017,08,15,18.0,14.5,22.8,West,10.0,64.4,8,05:46:04,20:22:43,876,summer,276.0
2017-08-16,2017,08,16,16.1,9.6,21.8,SW,11.1,67.1,8,05:47:40,20:20:44,873,summer,236.0
2017-08-17,2017,08,17,19.2,15.0,23.5,SW,17.6,77.2,8,05:49:15,20:18:43,869,summer,222.0
2017-08-18,2017,08,18,15.8,14.0,19.5,WSW,17.8,77.3,7,05:50:50,20:16:41,865,summer,242.0
2017-08-19,2017,08,19,15.8,12.2,19.1,West,21.9,66.0,8,05:52:26,20:14:38,862,summer,267.0
2017-08-20,2017,08,20,14.6,9.2,20.1,WSW,11.2,73.6,8,05:54:01,20:12:34,858,summer,243.0
2017-08-21,2017,08,21,16.6,13.7,19.6,WSW,12.172413793103448,89.4,4,05:55:37,20:10:29,854,summer,247.1851851851852
2017-08-22,2017,08,22,19.5,17.5,22.9,SE,9.8,82.3,6,05:57:12,20:08:23,851,summer,136.0
2017-08-23,2017,08,23,18.3,15.5,21.7,WSW,12.4,78.6,6,05:58:48,20:06:16,847,summer,256.0
2017-08-24,2017,08,24,16.6,12.5,20.4,WSW,10.8,72.9,7,06:00:24,20:04:08,843,summer,253.0
2017-08-25,2017,08,25,17.0,9.6,24.3,West,4.6,72.7,7,06:01:59,20:02:00,840,summer,275.0
2017-08-26,2017,08,26,18.3,12.6,24.5,NW,4.9,66.1,5,06:03:35,19:59:50,836,summer,316.0
2017-08-27,2017,08,27,19.8,14.8,25.7,North,6.7,61.1,7,06:05:11,19:57:40,832,summer,355.0
2017-08-28,2017,08,28,20.6,13.2,27.0,SSW,6.5,67.1,4,06:06:46,19:55:30,828,summer,201.0
2017-08-29,2017,08,29,19.4,15.2,24.8,West,8.2,70.5,7,06:08:22,19:53:18,824,summer,274.0
2017-08-30,2017,08,30,13.7,12.4,15.6,NNW,10.9,84.7,3,06:09:57,19:51:06,821,summer,347.0
2017-08-31,2017,08,31,14.0,7.7,19.6,WSW,4.8,75.8,6,06:11:33,19:48:53,817,summer,247.1851851851852
2017-09-01,2017,09,01,14.9,8.3,20.8,NNW,8.3,67.7,7,06:13:09,19:46:40,813,summer,348.0
2017-09-02,2017,09,02,15.2,8.6,21.5,WNW,6.3,64.9,7,06:14:44,19:44:26,809,summer,284.0
2017-09-03,2017,09,03,13.7,10.3,18.1,SSE,14.0,77.6,6,06:16:20,19:42:12,805,summer,160.0
2017-09-04,2017,09,04,17.5,13.6,22.7,South,12.3,90.4,5,06:17:55,19:39:57,802,summer,182.0
2017-09-05,2017,09,05,17.5,15.1,19.7,SW,15.1,84.1,6,06:19:31,19:37:42,798,summer,224.0
2017-09-06,2017,09,06,15.0,11.3,18.3,West,15.3,71.8,6,06:21:06,19:35:26,794,summer,277.0
2017-09-07,2017,09,07,15.2,11.0,19.2,WSW,13.6,73.3,6,06:22:42,19:33:10,790,summer,249.0
2017-09-08,2017,09,08,15.2,12.2,18.2,WSW,16.0,82.7,4,06:24:17,19:30:53,786,summer,250.0
2017-09-09,2017,09,09,12.8,9.1,18.5,West,13.3,79.4,6,06:25:53,19:28:37,782,summer,275.0
2017-09-10,2017,09,10,12.7,7.3,16.7,WSW,16.4,85.3,4,06:27:28,19:26:19,778,summer,237.0
2017-09-11,2017,09,11,13.9,11.2,18.7,WSW,23.3,77.0,6,06:29:04,19:24:02,774,summer,253.0
2017-09-12,2017,09,12,13.4,9.8,17.8,WSW,19.8,75.9,7,06:30:40,19:21:44,771,summer,244.0
2017-09-13,2017,09,13,14.2,11.7,17.0,West,29.7,68.1,6,06:32:15,19:19:27,767,summer,260.0
2017-09-14,2017,09,14,11.5,7.5,17.6,WNW,16.1,72.5,5,06:33:51,19:17:09,763,summer,287.0
2017-09-15,2017,09,15,10.5,6.3,15.2,NW,9.4,76.7,6,06:35:27,19:14:50,759,summer,310.0
2017-09-16,2017,09,16,10.5,6.7,15.2,NW,7.2,81.0,5,06:37:02,19:12:32,755,summer,317.0
2017-09-17,2017,09,17,11.5,7.1,16.2,North,8.3,79.4,6,06:38:38,19:10:14,751,summer,351.0
2017-09-18,2017,09,18,12.7,9.7,16.9,NNW,11.5,77.2,6,06:40:14,19:07:55,747,summer,333.0
2017-09-19,2017,09,19,11.1,7.6,15.4,WSW,6.0,81.4,6,06:41:50,19:05:37,743,summer,236.40740740740742
2017-09-20,2017,09,20,12.5,6.4,17.9,WSW,8.5,83.5,5,06:43:27,19:03:18,739,summer,236.40740740740742
2017-09-21,2017,09,21,15.1,11.5,18.4,SSW,14.0,80.6,4,06:45:03,19:01:00,735,fall,205.0
2017-09-22,2017,09,22,11.8,4.7,18.4,WSW,8.1,77.1,6,06:46:39,18:58:41,732,fall,243.0
2017-09-23,2017,09,23,15.3,12.1,19.0,South,12.0,68.6,6,06:48:16,18:56:23,728,fall,173.0
2017-09-24,2017,09,24,15.6,8.5,21.5,WSW,10.6,70.7,5,06:49:52,18:54:05,724,fall,236.40740740740742
2017-09-25,2017,09,25,15.9,14.8,17.9,ENE,8.9,82.9,4,06:51:29,18:51:47,720,fall,77.0
2017-09-26,2017,09,26,16.1,13.3,21.4,ENE,8.0,78.4,6,06:53:06,18:49:29,716,fall,64.0
2017-09-27,2017,09,27,15.8,12.4,20.1,SE,10.7,83.5,5,06:54:43,18:47:11,712,fall,138.0
2017-09-28,2017,09,28,16.4,13.5,19.8,SW,11.6,82.6,6,06:56:21,18:44:53,708,fall,214.0
2017-09-29,2017,09,29,16.2,13.0,19.2,SW,12.2,86.6,4,06:57:58,18:42:36,704,fall,215.0
2017-09-30,2017,09,30,13.4,10.5,16.5,SSW,11.2,79.7,4,06:59:36,18:40:19,700,fall,213.0
2017-10-01,2017,10,01,16.0,13.6,17.7,SSW,18.8,88.1,2,07:01:14,18:38:02,696,fall,204.0
2017-10-02,2017,10,02,14.8,11.4,16.8,West,26.1,69.2,5,07:02:52,18:35:46,692,fall,266.0
2017-10-03,2017,10,03,11.8,8.4,15.9,WNW,12.9,71.6,6,07:04:31,18:33:30,688,fall,287.0
2017-10-04,2017,10,04,12.0,8.8,15.4,WSW,19.0,71.0,5,07:06:10,18:31:14,685,fall,256.0
2017-10-05,2017,10,05,13.7,9.7,16.3,WNW,24.7,66.0,6,07:07:49,18:28:59,681,fall,290.0
2017-10-06,2017,10,06,10.9,6.2,14.8,WNW,11.9,69.3,6,07:09:28,18:26:45,677,fall,294.0
2017-10-07,2017,10,07,13.5,9.6,16.9,West,16.6,78.4,3,07:11:08,18:24:30,673,fall,259.0
2017-10-08,2017,10,08,12.7,9.0,16.1,WNW,9.2,79.8,5,07:12:47,18:22:17,669,fall,300.0
2017-10-09,2017,10,09,13.0,9.4,16.5,WSW,8.0,83.0,3,07:14:28,18:20:04,665,fall,246.22222222222223
2017-10-10,2017,10,10,14.0,10.7,16.4,SW,15.6,84.8,4,07:16:08,18:17:51,661,fall,235.0
2017-10-11,2017,10,11,15.2,12.0,17.3,SW,21.9,81.0,4,07:17:49,18:15:40,657,fall,230.0
2017-10-12,2017,10,12,12.8,9.1,17.3,WSW,13.6,77.9,5,07:19:30,18:13:29,653,fall,242.0
2017-10-13,2017,10,13,15.7,10.3,18.7,SW,16.2,85.6,4,07:21:11,18:11:18,650,fall,223.0
2017-10-14,2017,10,14,17.1,13.6,19.7,SW,13.4,81.4,5,07:22:53,18:09:09,646,fall,219.0
2017-10-15,2017,10,15,13.9,8.0,19.8,WSW,9.5,86.8,5,07:24:35,18:07:00,642,fall,246.22222222222223
2017-10-16,2017,10,16,15.1,9.8,21.8,WSW,15.7,79.6,4,07:26:17,18:04:52,638,fall,246.22222222222223
2017-10-17,2017,10,17,12.4,10.3,14.4,SW,12.7,68.9,3,07:28:00,18:02:45,634,fall,235.0
2017-10-18,2017,10,18,12.7,11.1,15.2,ENE,8.6,85.1,1,07:29:42,18:00:39,630,fall,62.0
2017-10-19,2017,10,19,15.4,13.4,17.0,SSE,12.6,91.5,3,07:31:26,17:58:33,627,fall,154.0
2017-10-20,2017,10,20,13.0,11.8,14.5,SW,22.2,78.5,3,07:33:09,17:56:29,623,fall,220.0
2017-10-21,2017,10,21,13.4,12.0,15.4,SW,26.2,76.7,4,07:34:53,17:54:26,619,fall,218.0
2017-10-22,2017,10,22,11.1,9.4,13.6,West,25.6,70.0,4,07:36:37,17:52:24,615,fall,272.0
2017-10-23,2017,10,23,13.2,9.7,16.5,SW,10.5,86.6,3,07:38:21,17:50:23,612,fall,221.0
2017-10-24,2017,10,24,16.4,14.1,19.2,SW,17.9,86.0,3,07:40:06,17:48:23,608,fall,229.0
2017-10-25,2017,10,25,14.8,9.0,19.0,WSW,13.4,77.6,4,07:41:51,17:46:24,604,fall,256.0
2017-10-26,2017,10,26,11.4,5.5,15.4,WSW,3.9,95.9,1,07:43:36,17:44:27,600,fall,246.22222222222223
2017-10-27,2017,10,27,10.4,5.2,14.1,NNW,8.7,75.7,4,07:45:21,17:42:31,597,fall,329.0
2017-10-28,2017,10,28,9.9,4.3,15.8,West,15.2,85.1,2,07:47:07,17:40:36,593,fall,262.0
2017-10-29,2017,10,29,11.7,4.8,14.7,NNW,18.1,69.4,4,06:48:52,16:38:43,589,fall,341.0
2017-10-30,2017,10,30,6.0,1.5,11.8,WNW,4.3,75.0,3,06:50:38,16:36:51,586,fall,299.0
2017-10-31,2017,10,31,9.4,4.1,12.9,WSW,10.4,78.9,2,06:52:24,16:35:00,582,fall,245.0
2017-11-01,2017,11,01,10.0,4.4,15.7,SSW,5.7,81.3,2,06:54:10,16:33:11,579,fall,210.0
2017-11-02,2017,11,02,7.1,1.4,12.5,WNW,2.7,89.3,2,06:55:56,16:31:24,575,fall,285.0
2017-11-03,2017,11,03,9.7,4.6,13.7,SW,3.4,85.8,4,06:57:42,16:29:38,571,fall,231.0
2017-11-04,2017,11,04,10.7,5.3,13.3,WSW,12.2,87.6,2,06:59:28,16:27:54,568,fall,245.0
2017-11-05,2017,11,05,5.4,1.3,9.3,WNW,13.0,77.4,3,07:01:14,16:26:11,564,fall,290.0
2017-11-06,2017,11,06,4.7,-2.4,11.8,West,5.4,82.4,4,07:03:01,16:24:31,561,fall,270.65384615384613
2017-11-07,2017,11,07,9.5,5.8,12.0,South,14.5,82.8,2,07:04:46,16:22:52,558,fall,182.0
2017-11-08,2017,11,08,6.0,2.1,9.4,NNW,12.4,78.1,3,07:06:32,16:21:15,554,fall,342.0
2017-11-09,2017,11,09,7.4,-0.2,13.7,West,6.8,85.9,2,07:08:18,16:19:40,551,fall,270.65384615384613
2017-11-10,2017,11,10,9.5,7.8,11.9,West,17.8,69.0,3,07:10:03,16:18:07,548,fall,278.0
2017-11-11,2017,11,11,8.1,7.1,9.2,NW,7.7,89.3,1,07:11:48,16:16:36,544,fall,325.0
2017-11-12,2017,11,12,6.6,4.4,7.9,NW,20.4,73.6,3,07:13:33,16:15:07,541,fall,312.0
2017-11-13,2017,11,13,4.4,1.7,7.0,NW,13.2,70.5,3,07:15:17,16:13:41,538,fall,316.0
2017-11-14,2017,11,14,8.9,4.9,11.2,WSW,11.8,83.4,1,07:17:01,16:12:16,535,fall,246.0
2017-11-15,2017,11,15,10.4,9.0,12.3,West,5.5,93.0,2,07:18:44,16:10:54,532,fall,270.65384615384613
2017-11-16,2017,11,16,10.0,3.9,13.9,WSW,10.0,81.6,2,07:20:26,16:09:34,529,fall,256.0
2017-11-17,2017,11,17,3.5,-2.0,8.7,West,4.6,73.7,3,07:22:08,16:08:16,526,fall,270.65384615384613
2017-11-18,2017,11,18,6.4,3.7,8.4,West,12.3,84.7,1,07:23:49,16:07:01,523,fall,268.0
2017-11-19,2017,11,19,4.7,0.8,8.2,West,7.4,81.0,3,07:25:30,16:05:49,520,fall,271.0
2017-11-20,2017,11,20,10.1,5.0,12.7,SW,16.7,88.2,1,07:27:09,16:04:39,517,fall,234.0
2017-11-21,2017,11,21,12.8,11.8,14.0,WSW,20.4,82.1,1,07:28:48,16:03:31,514,fall,243.0
2017-11-22,2017,11,22,14.2,13.4,15.4,SW,28.4,71.2,3,07:30:25,16:02:26,512,fall,215.0
2017-11-23,2017,11,23,11.0,7.6,15.7,WSW,26.9,69.3,3,07:32:02,16:01:24,509,fall,241.0
2017-11-24,2017,11,24,4.1,-1.7,6.8,WNW,3.8,76.0,2,07:33:37,16:00:25,506,fall,293.0
2017-11-25,2017,11,25,1.9,-3.0,7.2,West,11.0,80.8,2,07:35:11,15:59:28,504,fall,278.0
2017-11-26,2017,11,26,3.9,0.9,7.6,WSW,12.8,78.7,3,07:36:43,15:58:34,501,fall,256.0
2017-11-27,2017,11,27,8.2,4.8,10.1,WSW,21.0,81.9,2,07:38:14,15:57:43,499,fall,258.0
2017-11-28,2017,11,28,4.1,2.4,6.3,WNW,12.1,78.8,3,07:39:44,15:56:55,497,fall,296.0
2017-11-29,2017,11,29,3.5,1.3,5.7,NNW,17.8,77.5,1,07:41:12,15:56:10,494,fall,338.0
2017-11-30,2017,11,30,1.6,-0.6,3.5,NNW,20.2,70.5,3,07:42:38,15:55:29,492,fall,328.0
2017-12-01,2017,12,01,4.0,2.5,6.7,North,20.7,77.5,2,07:44:03,15:54:50,490,fall,359.0
2017-12-02,2017,12,02,4.3,2.3,6.3,West,7.2,82.0,1,07:45:25,15:54:14,488,fall,275.0
2017-12-03,2017,12,03,8.0,6.5,10.1,NW,10.7,91.0,1,07:46:46,15:53:42,486,fall,306.0
2017-12-04,2017,12,04,7.0,3.3,9.5,WNW,8.5,83.5,2,07:48:05,15:53:12,485,fall,290.0
2017-12-05,2017,12,05,7.9,7.2,8.5,WSW,11.9,75.5,1,07:49:21,15:52:46,483,fall,258.0
2017-12-06,2017,12,06,9.4,8.1,10.9,SW,17.2,70.4,2,07:50:36,15:52:24,481,fall,223.0
2017-12-07,2017,12,07,8.9,4.2,12.1,WSW,23.5,80.2,2,07:51:48,15:52:04,480,fall,246.0
2017-12-08,2017,12,08,2.5,0.5,4.0,WNW,23.5,72.3,1,07:52:57,15:51:48,478,fall,289.0
2017-12-09,2017,12,09,0.9,-1.4,3.7,West,12.1,78.6,2,07:54:05,15:51:35,477,fall,260.0
2017-12-10,2017,12,10,1.0,0.1,2.3,East,12.0,89.7,0,07:55:09,15:51:26,476,fall,80.0
2017-12-11,2017,12,11,1.4,-1.1,3.1,NNE,21.0,86.9,0,07:56:11,15:51:20,475,fall,16.0
2017-12-12,2017,12,12,0.7,-3.7,5.3,SW,8.5,83.8,2,07:57:11,15:51:18,474,fall,234.0
2017-12-13,2017,12,13,6.1,3.0,9.2,WSW,18.2,89.0,1,07:58:07,15:51:18,473,fall,243.0
2017-12-14,2017,12,14,3.7,1.7,6.1,WSW,19.9,79.7,1,07:59:01,15:51:23,472,fall,254.0
2017-12-15,2017,12,15,3.3,1.6,5.3,NW,18.5,83.2,2,07:59:52,15:51:30,471,fall,316.0
2017-12-16,2017,12,16,2.1,-1.9,5.1,NW,10.9,84.0,2,08:00:40,15:51:42,471,fall,310.0
2017-12-17,2017,12,17,3.8,-1.2,9.2,WSW,10.1,94.6,0,08:01:25,15:51:56,470,fall,249.0
2017-12-18,2017,12,18,2.6,-2.3,7.9,WSW,6.1,80.7,2,08:02:07,15:52:14,470,fall,245.6206896551724
2017-12-19,2017,12,19,2.7,-2.6,6.7,WSW,4.6,91.3,1,08:02:46,15:52:35,469,fall,245.6206896551724
2017-12-20,2017,12,20,9.0,6.7,10.7,WSW,8.3,96.9,1,08:03:22,15:53:00,469,fall,252.0
2017-12-21,2017,12,21,10.7,9.5,11.9,West,11.4,91.1,1,08:03:54,15:53:28,469,winter,259.0
2017-12-22,2017,12,22,10.1,9.0,11.8,WSW,6.1,89.2,1,08:04:24,15:53:59,469,winter,257.0
2017-12-23,2017,12,23,9.2,8.3,10.3,WSW,16.9,88.7,1,08:04:50,15:54:34,469,winter,255.0
2017-12-24,2017,12,24,9.2,8.2,10.4,WSW,20.3,86.1,1,08:05:12,15:55:12,470,winter,242.0
2017-12-25,2017,12,25,9.8,6.1,10.6,SSW,26.1,83.8,1,08:05:32,15:55:53,470,winter,213.0
2017-12-26,2017,12,26,5.5,3.3,7.6,SSW,18.0,85.0,2,08:05:48,15:56:37,470,winter,210.0
2017-12-27,2017,12,27,3.0,0.5,7.5,NW,21.6,84.3,1,08:06:01,15:57:24,471,winter,305.0
2017-12-28,2017,12,28,1.2,-1.2,5.7,WSW,9.4,83.1,2,08:06:10,15:58:14,472,winter,245.0
2017-12-29,2017,12,29,4.1,-3.9,8.3,SSW,18.4,82.4,1,08:06:16,15:59:08,472,winter,212.0
2017-12-30,2017,12,30,10.8,4.9,14.0,WSW,27.4,78.8,2,08:06:18,16:00:04,473,winter,238.0
2017-12-31,2017,12,31,10.4,6.9,13.1,SW,23.7,82.8,1,08:06:18,16:01:03,474,winter,227.0
2018-01-01,2018,01,01,6.5,5.3,7.4,WSW,19.8,76.87,0,08:06:13,16:02:05,475,winter,251.0
2018-01-02,2018,01,02,7.2,3.6,12.1,SW,16.0,84.89,0,08:06:06,16:03:09,477,winter,222.0
2018-01-03,2018,01,03,8.7,6.3,11.1,West,37.9,66.6,1,08:05:55,16:04:17,478,winter,268.0
2018-01-04,2018,01,04,8.0,6.0,12.4,SSW,17.37,80.2,1,08:05:41,16:05:26,479,winter,208.48275862068965
2018-01-05,2018,01,05,5.7,1.2,9.3,WSW,14.4,80.5,1,08:05:23,16:06:39,481,winter,239.0
2018-01-06,2018,01,06,2.3,-1.3,5.5,NNE,13.3,84.21,1,08:05:03,16:07:54,482,winter,28.0
2018-01-07,2018,01,07,3.2,2.1,5.6,NE,25.9,71.04,2,08:04:38,16:09:11,484,winter,54.0
2018-01-08,2018,01,08,3.9,2.5,4.8,East,19.5,82.6,0,08:04:11,16:10:30,486,winter,84.0
2018-01-09,2018,01,09,5.4,4.4,7.7,SE,9.8,89.69,0,08:03:41,16:11:51,488,winter,135.0
2018-01-10,2018,01,10,7.1,2.7,9.8,West,11.1,89.28,2,08:03:07,16:13:15,490,winter,266.0
2018-01-11,2018,01,11,5.7,2.9,7.2,NNW,9.1,90.47,0,08:02:30,16:14:40,492,winter,343.0
2018-01-12,2018,01,12,6.6,5.6,7.6,SE,8.5,86.86,0,08:01:50,16:16:08,494,winter,129.0
2018-01-13,2018,01,13,6.0,4.7,8.1,SE,16.6,79.02,1,08:01:07,16:17:37,496,winter,140.0
2018-01-14,2018,01,14,4.9,4.1,6.3,ESE,9.0,71.85,1,08:00:21,16:19:08,498,winter,102.0
2018-01-15,2018,01,15,8.0,5.0,11.2,SW,23.1,84.28,1,07:59:33,16:20:41,501,winter,234.0
2018-01-16,2018,01,16,5.4,2.9,7.5,West,26.2,72.97,2,07:58:41,16:22:15,503,winter,260.0
2018-01-17,2018,01,17,4.8,2.4,7.7,West,28.3,67.81,2,07:57:46,16:23:51,506,winter,262.0
2018-01-18,2018,01,18,7.5,2.9,11.5,West,29.8,69.3,1,07:56:49,16:25:28,508,winter,270.0
2018-01-19,2018,01,19,3.1,-0.5,6.9,WSW,15.3,76.87,2,07:55:48,16:27:06,511,winter,252.0
2018-01-20,2018,01,20,3.0,1.4,4.1,East,10.2,89.0,1,07:54:45,16:28:46,514,winter,80.0
2018-01-21,2018,01,21,2.9,0.1,10.1,South,7.9,93.6,0,07:53:40,16:30:27,516,winter,184.0
2018-01-22,2018,01,22,8.7,6.6,10.5,West,12.4,78.4,1,07:52:32,16:32:09,519,winter,268.0
2018-01-23,2018,01,23,10.4,7.7,13.1,SW,17.8,83.2,1,07:51:21,16:33:52,522,winter,219.0
2018-01-24,2018,01,24,9.7,6.4,13.2,SW,26.0,86.2,0,07:50:08,16:35:35,525,winter,228.0
2018-01-25,2018,01,25,7.2,5.0,10.1,SW,16.0,78.0,2,07:48:52,16:37:20,528,winter,217.0
2018-01-26,2018,01,26,4.3,-0.1,8.1,NW,5.4,82.8,1,07:47:34,16:39:05,531,winter,306.0
2018-01-27,2018,01,27,7.3,2.7,11.1,SW,16.4,85.2,1,07:46:13,16:40:51,534,winter,221.0
2018-01-28,2018,01,28,11.1,8.8,13.4,WSW,24.0,83.1,1,07:44:51,16:42:38,537,winter,256.0
2018-01-29,2018,01,29,9.2,2.6,11.9,West,21.2,73.9,1,07:43:26,16:44:26,541,winter,274.0
2018-01-30,2018,01,30,3.5,-2.8,8.8,SSW,6.6,83.5,3,07:41:59,16:46:13,544,winter,208.48275862068965
2018-01-31,2018,01,31,6.6,2.6,10.2,WSW,23.6,78.7,1,07:40:30,16:48:02,547,winter,254.0
2018-02-01,2018,02,01,4.9,2.5,6.8,WNW,22.0,71.7,3,07:38:58,16:49:50,550,winter,294.0
2018-02-02,2018,02,02,4.8,3.4,7.0,NW,17.2,69.6,1,07:37:25,16:51:39,554,winter,315.0
2018-02-03,2018,02,03,3.5,2.6,4.1,WNW,6.4,84.7,1,07:35:50,16:53:29,557,winter,282.0
2018-02-04,2018,02,04,3.1,0.9,5.2,NE,17.5,74.0,2,07:34:13,16:55:18,561,winter,39.0
2018-02-05,2018,02,05,2.3,0.1,4.7,NE,15.8,73.4,2,07:32:34,16:57:08,564,winter,44.0
2018-02-06,2018,02,06,1.4,-0.6,3.4,NNE,12.8,67.3,3,07:30:53,16:58:58,568,winter,17.0
2018-02-07,2018,02,07,1.1,-2.9,5.1,NNW,10.5,68.6,2,07:29:11,17:00:48,571,winter,333.0
2018-02-08,2018,02,08,2.2,-5.2,7.3,SSE,11.1,74.1,3,07:27:27,17:02:38,575,winter,168.45833333333334
2018-02-09,2018,02,09,4.5,0.7,6.2,West,21.3,75.6,2,07:25:41,17:04:28,578,winter,279.0
2018-02-10,2018,02,10,3.6,-3.2,9.6,SW,14.5,87.0,1,07:23:54,17:06:18,582,winter,216.0
2018-02-11,2018,02,11,4.8,0.5,9.8,WNW,25.9,69.1,3,07:22:05,17:08:09,586,winter,282.0
2018-02-12,2018,02,12,2.7,-1.4,7.3,WSW,13.2,71.3,3,07:20:14,17:09:59,589,winter,243.0
2018-02-13,2018,02,13,4.0,2.0,5.6,SSE,19.1,83.06,2,07:18:23,17:11:49,593,winter,163.0
2018-02-14,2018,02,14,3.1,-2.1,7.1,South,16.0,86.47,2,07:16:29,17:13:38,597,winter,183.0
2018-02-15,2018,02,15,7.1,3.3,9.5,WSW,15.3,75.2,3,07:14:35,17:15:28,600,winter,253.0
2018-02-16,2018,02,16,4.5,0.1,10.2,SW,8.1,72.89,3,07:12:39,17:17:18,604,winter,220.0
2018-02-17,2018,02,17,4.7,-1.2,11.0,SSE,5.8,75.2,4,07:10:42,17:19:07,608,winter,168.45833333333334
2018-02-18,2018,02,18,5.5,-0.9,10.7,SSE,7.2,81.03,4,07:08:43,17:20:56,612,winter,168.45833333333334
2018-02-19,2018,02,19,8.6,6.3,11.0,SSE,9.8,92.1,1,07:06:44,17:22:45,616,winter,168.45833333333334
2018-02-20,2018,02,20,8.2,5.7,9.3,North,20.3,80.6,1,07:04:43,17:24:33,619,winter,355.0
2018-02-21,2018,02,21,4.6,1.6,6.3,NE,11.5,76.7,5,07:02:42,17:26:22,623,winter,47.0
2018-02-22,2018,02,22,3.1,-0.5,6.5,ENE,15.8,67.4,5,07:00:39,17:28:10,627,winter,74.0
2018-02-23,2018,02,23,1.2,-2.1,3.9,ENE,18.6,68.2,2,06:58:35,17:29:58,631,winter,75.0
2018-02-24,2018,02,24,1.8,-3.1,5.7,ENE,19.4,63.8,4,06:56:30,17:31:46,635,winter,78.0
2018-02-25,2018,02,25,1.3,-1.0,4.2,ENE,21.1,58.8,4,06:54:25,17:33:33,639,winter,77.0
2018-02-26,2018,02,26,-0.5,-2.4,1.7,ENE,21.7,64.1,3,06:52:18,17:35:20,643,winter,61.0
2018-02-27,2018,02,27,-2.2,-4.6,1.4,NE,14.5,69.5,3,06:50:11,17:37:07,646,winter,43.0
2018-02-28,2018,02,28,-4.0,-5.9,-2.2,ENE,18.2,76.1,5,06:48:03,17:38:53,650,winter,70.0
2018-03-01,2018,03,01,-2.8,-4.6,-0.1,ENE,30.7,74.1,1,06:45:54,17:40:40,654,winter,77.0
2018-03-02,2018,03,02,-1.1,-1.5,0.0,East,29.9,82.2,0,06:43:44,17:42:25,658,winter,85.0
2018-03-03,2018,03,03,2.1,0.2,3.6,East,20.9,92.9,1,06:41:34,17:44:11,662,winter,94.0
2018-03-04,2018,03,04,6.1,3.1,8.7,SE,12.2,89.0,3,06:39:23,17:45:56,666,winter,144.0
2018-03-05,2018,03,05,6.9,3.3,10.1,SSE,15.0,82.3,4,06:37:11,17:47:42,670,winter,168.0
2018-03-06,2018,03,06,7.2,3.2,10.1,SSW,10.8,77.1,2,06:34:59,17:49:26,674,winter,204.0
2018-03-07,2018,03,07,6.0,3.2,11.0,SSE,11.6,77.6,4,06:32:46,17:51:11,678,winter,155.47826086956522
2018-03-08,2018,03,08,6.7,4.2,10.4,SSE,20.3,70.5,2,06:30:33,17:52:55,682,winter,155.47826086956522
2018-03-09,2018,03,09,5.8,-0.9,10.0,SSE,7.8,86.7,2,06:28:19,17:54:39,686,winter,155.47826086956522
2018-03-10,2018,03,10,10.8,5.9,14.0,SSE,12.6,86.1,1,06:26:05,17:56:23,690,winter,155.47826086956522
2018-03-11,2018,03,11,8.3,3.7,12.9,SSE,7.8,89.7,2,06:23:51,17:58:06,694,winter,155.47826086956522
2018-03-12,2018,03,12,8.5,6.3,10.2,SSE,10.9,87.6,2,06:21:36,17:59:50,698,winter,155.47826086956522
2018-03-13,2018,03,13,7.3,3.9,11.2,SSE,6.2,77.3,3,06:19:20,18:01:33,702,winter,155.47826086956522
2018-03-14,2018,03,14,8.1,1.3,13.0,SE,20.1,71.0,5,06:17:05,18:03:16,706,winter,142.0
2018-03-15,2018,03,15,9.8,7.7,13.2,SSE,16.1,81.4,2,06:14:49,18:04:58,710,winter,149.0
2018-03-16,2018,03,16,9.7,6.6,13.5,SSE,12.8,73.6,3,06:12:33,18:06:41,714,winter,162.0
2018-03-17,2018,03,17,1.1,-1.3,7.3,ENE,28.0,82.3,0,06:10:16,18:08:23,718,winter,64.0
2018-03-18,2018,03,18,-0.5,-1.6,0.4,ENE,25.5,77.0,1,06:08:00,18:10:05,722,winter,66.0
2018-03-19,2018,03,19,1.2,-0.8,4.1,NE,25.6,60.36,2,06:05:43,18:11:47,726,winter,54.0
2018-03-20,2018,03,20,4.4,1.1,7.8,NNE,17.2,65.3,4,06:03:26,18:13:29,730,winter,21.0
2018-03-21,2018,03,21,4.5,-2.7,10.8,West,12.3,65.96,5,06:01:10,18:15:10,734,spring,278.0
2018-03-22,2018,03,22,7.3,4.6,11.2,West,16.4,69.77,4,05:58:53,18:16:52,737,spring,259.0
2018-03-23,2018,03,23,9.1,6.3,13.3,SW,19.4,68.04,5,05:56:36,18:18:33,741,spring,214.0
2018-03-24,2018,03,24,7.6,6.6,9.5,ENE,8.3,83.39,1,05:54:18,18:20:14,745,spring,62.0
2018-03-25,2018,03,25,9.3,7.6,12.0,SSE,15.773333333333333,73.6,2,06:52:01,19:21:55,749,spring,155.47826086956522
2018-03-26,2018,03,26,7.8,3.4,12.1,WNW,8.5,56.8,6,06:49:45,19:23:36,753,spring,293.0
2018-03-27,2018,03,27,8.7,5.1,15.3,WSW,15.9,75.9,2,06:47:28,19:25:17,757,spring,237.0
2018-03-28,2018,03,28,5.7,3.1,8.7,WSW,10.8,83.7,2,06:45:11,19:26:58,761,spring,258.0
2018-03-29,2018,03,29,4.7,1.3,9.0,South,11.4,83.7,4,06:42:54,19:28:39,765,spring,177.0
