date,year,month,day,tavg,tmin,tmax,wdir,wspd,humidity,uvindex,sunrise,sunset,durationday,season,wdirn
2018-03-30,2018,03,30,5.5,3.6,7.5,ESE,14.0,89.0,1,06:40:38,19:30:20,769,spring,111.0
2018-03-31,2018,03,31,5.3,3.6,7.7,WSW,14.2,82.0,2,06:38:22,19:32:00,773,spring,257.0
2018-04-01,2018,04,01,5.6,4.0,7.9,NNW,10.8,73.8,2,06:36:06,19:33:41,777,spring,336.0
2018-04-02,2018,04,02,8.0,3.6,10.5,South,15.4,90.0,2,06:33:50,19:35:21,781,spring,169.0
2018-04-03,2018,04,03,11.0,8.8,13.3,SSW,17.8,82.8,3,06:31:35,19:37:02,785,spring,205.0
2018-04-04,2018,04,04,9.6,6.5,11.3,South,21.9,79.7,4,06:29:19,19:38:42,789,spring,188.0
2018-04-05,2018,04,05,7.7,3.7,12.8,West,16.5,58.6,7,06:27:05,19:40:23,793,spring,265.0
2018-04-06,2018,04,06,10.1,4.3,16.9,SSE,16.6,63.5,5,06:24:50,19:42:03,797,spring,151.0
2018-04-07,2018,04,07,11.7,6.5,17.3,SSE,12.3,72.7,3,06:22:36,19:43:44,801,spring,152.0
2018-04-08,2018,04,08,10.0,8.8,11.0,North,6.5,90.9,1,06:20:23,19:45:24,805,spring,351.0
2018-04-09,2018,04,09,8.7,8.0,9.5,ENE,12.3,94.4,1,06:18:10,19:47:05,808,spring,66.0
2018-04-10,2018,04,10,10.2,8.2,13.4,ENE,12.1,89.6,2,06:15:58,19:48:45,812,spring,66.0
2018-04-11,2018,04,11,8.9,6.9,11.3,NE,13.5,90.5,2,06:13:46,19:50:25,816,spring,40.0
2018-04-12,2018,04,12,7.8,6.5,9.5,NNE,13.2,91.1,1,06:11:34,19:52:06,820,spring,22.0
2018-04-13,2018,04,13,8.9,6.2,11.9,West,8.3,83.9,2,06:09:24,19:53:46,824,spring,260.0
2018-04-14,2018,04,14,12.7,8.1,19.5,SSE,7.2,72.78,6,06:07:14,19:55:26,828,spring,159.0
2018-04-15,2018,04,15,11.5,8.5,15.2,SSE,13.0,80.25,3,06:05:04,19:57:07,832,spring,151.0
2018-04-16,2018,04,16,11.3,7.8,14.7,SW,16.7,68.35,4,06:02:55,19:58:47,835,spring,219.0
2018-04-17,2018,04,17,14.1,10.1,18.5,SSW,21.9,59.97,7,06:00:48,20:00:27,839,spring,199.0
2018-04-18,2018,04,18,17.6,10.8,24.8,SSE,13.5,62.0,7,05:58:40,20:02:08,843,spring,168.0
2018-04-19,2018,04,19,19.0,8.6,28.6,SSE,6.7,53.09,7,05:56:34,20:03:48,847,spring,164.0
2018-04-20,2018,04,20,18.2,10.8,24.4,WNW,7.6,59.04,7,05:54:29,20:05:28,850,spring,303.0
2018-04-21,2018,04,21,17.2,11.3,24.0,ESE,11.3,68.6,7,05:52:24,20:07:08,854,spring,113.0
2018-04-22,2018,04,22,16.7,11.8,22.9,WSW,15.6,69.89,7,05:50:21,20:08:48,858,spring,238.0
2018-04-23,2018,04,23,11.7,6.9,15.7,WSW,18.0,68.07,3,05:48:18,20:10:28,862,spring,253.0
2018-04-24,2018,04,24,13.1,11.4,16.9,WSW,20.4,75.48,3,05:46:17,20:12:07,865,spring,237.0
2018-04-25,2018,04,25,11.3,7.8,15.3,West,23.2,68.9,5,05:44:16,20:13:47,869,spring,266.0
2018-04-26,2018,04,26,10.3,6.0,15.0,WSW,19.2,66.32,5,05:42:17,20:15:26,873,spring,255.0
2018-04-27,2018,04,27,9.3,7.2,11.8,SE,9.4,85.86,3,05:40:18,20:17:06,876,spring,135.0
2018-04-28,2018,04,28,8.4,7.4,10.2,North,13.0,88.5,1,05:38:21,20:18:45,880,spring,10.0
2018-04-29,2018,04,29,7.1,6.6,7.7,NNE,20.9,82.7,1,05:36:25,20:20:24,883,spring,30.0
2018-04-30,2018,04,30,7.0,5.4,9.6,North,24.0,73.9,1,05:34:31,20:22:02,887,spring,355.0
2018-05-01,2018,05,01,8.4,2.0,14.8,WSW,15.3,63.6,8,05:32:37,20:23:41,891,spring,238.0
2018-05-02,2018,05,02,9.8,5.7,12.5,SW,20.1,76.7,2,05:30:46,20:25:19,894,spring,233.0
2018-05-03,2018,05,03,9.9,1.6,16.9,West,7.9,67.5,8,05:28:55,20:26:56,898,spring,259.0
2018-05-04,2018,05,04,14.5,8.7,19.2,WSW,6.9,61.3,8,05:27:06,20:28:33,901,spring,255.0
2018-05-05,2018,05,05,15.2,5.8,22.8,East,7.7,55.6,8,05:25:18,20:30:10,904,spring,100.0
2018-05-06,2018,05,06,17.0,6.8,25.5,East,7.6,52.3,8,05:23:32,20:31:47,908,spring,89.0
2018-05-07,2018,05,07,19.0,9.0,27.8,ESE,6.9,53.3,8,05:21:48,20:33:23,911,spring,118.07407407407408
2018-05-08,2018,05,08,17.3,9.3,25.2,ESE,10.9,63.1,7,05:20:05,20:34:58,914,spring,118.07407407407408
2018-05-09,2018,05,09,14.0,7.5,20.2,West,11.3,63.7,7,05:18:24,20:36:33,918,spring,268.0
2018-05-10,2018,05,10,12.8,9.6,16.6,West,14.0,59.8,8,05:16:44,20:38:07,921,spring,281.0
2018-05-11,2018,05,11,12.3,4.7,17.1,ESE,13.9,60.18,7,05:15:07,20:39:41,924,spring,118.07407407407408
2018-05-12,2018,05,12,11.9,9.6,14.8,SSW,6.2,81.14,2,05:13:31,20:41:13,927,spring,212.0
2018-05-13,2018,05,13,12.3,7.9,17.2,NW,7.7,69.4,3,05:11:57,20:42:45,930,spring,307.0
2018-05-14,2018,05,14,14.1,7.1,19.8,North,15.5,50.87,8,05:10:25,20:44:17,933,spring,1.0
2018-05-15,2018,05,15,16.2,9.3,22.3,North,15.3,54.51,8,05:08:54,20:45:47,936,spring,4.0
2018-05-16,2018,05,16,12.6,9.1,14.6,NNE,21.9,66.59,2,05:07:26,20:47:16,939,spring,25.0
2018-05-17,2018,05,17,11.4,6.5,16.6,NE,17.6,62.92,8,05:06:00,20:48:45,942,spring,39.0
2018-05-18,2018,05,18,11.4,3.3,17.6,NE,8.2,59.78,8,05:04:36,20:50:12,945,spring,37.0
2018-05-19,2018,05,19,13.9,5.7,21.4,NE,7.9,65.05,8,05:03:15,20:51:38,948,spring,56.0
2018-05-20,2018,05,20,14.8,6.7,21.2,ESE,8.8,69.64,8,05:01:55,20:53:04,951,spring,118.07407407407408
2018-05-21,2018,05,21,16.4,8.8,22.0,NE,9.9,67.18,5,05:00:38,20:54:27,953,spring,38.0
2018-05-22,2018,05,22,16.4,11.7,22.0,NNE,19.5,63.2,6,04:59:23,20:55:50,956,spring,24.0
2018-05-23,2018,05,23,13.2,10.5,17.8,NNE,20.4,73.55,7,04:58:10,20:57:11,959,spring,29.0
2018-05-24,2018,05,24,14.3,10.4,20.4,NNE,14.8,80.23,5,04:57:00,20:58:31,961,spring,13.0
2018-05-25,2018,05,25,15.3,12.7,18.1,NNW,8.1,78.7,3,04:55:53,20:59:49,963,spring,328.0
2018-05-26,2018,05,26,19.6,14.7,25.5,ENE,20.7,72.64,8,04:54:47,21:01:06,966,spring,57.0
2018-05-27,2018,05,27,20.5,14.9,26.2,ESE,11.9,73.13,6,04:53:45,21:02:21,968,spring,116.0
2018-05-28,2018,05,28,18.9,15.4,24.2,NNE,11.8,78.92,8,04:52:45,21:03:34,970,spring,29.0
2018-05-29,2018,05,29,15.2,13.8,17.3,NNE,18.4,89.32,3,04:51:47,21:04:45,972,spring,31.0
2018-05-30,2018,05,30,15.3,13.0,18.8,NE,8.3,86.27,2,04:50:53,21:05:55,975,spring,38.0
2018-05-31,2018,05,31,18.3,13.9,22.5,East,9.8,84.57,4,04:50:01,21:07:03,977,spring,81.0
2018-06-01,2018,06,01,19.0,16.5,22.9,SW,9.2,80.27,5,04:49:11,21:08:08,978,spring,233.0
2018-06-02,2018,06,02,18.7,14.7,23.9,West,12.6,73.9,4,04:48:25,21:09:12,980,spring,267.0
2018-06-03,2018,06,03,19.5,11.8,25.9,South,6.8,65.18,8,04:47:41,21:10:13,982,spring,190.0
2018-06-04,2018,06,04,16.0,14.0,18.1,NE,14.4,82.56,2,04:47:01,21:11:13,984,spring,47.0
2018-06-05,2018,06,05,14.1,11.8,17.4,NE,17.6,75.79,3,04:46:23,21:12:10,985,spring,45.0
2018-06-06,2018,06,06,15.3,8.9,22.2,NE,15.3,67.3,8,04:45:48,21:13:04,987,spring,40.0
2018-06-07,2018,06,07,16.5,12.7,20.6,NE,14.1,71.0,6,04:45:16,21:13:57,988,spring,55.0
2018-06-08,2018,06,08,17.4,13.7,21.9,NE,13.5,66.4,8,04:44:47,21:14:47,990,spring,46.0
2018-06-09,2018,06,09,16.4,12.4,21.2,NE,12.9,72.19,8,04:44:21,21:15:34,991,spring,51.0
2018-06-10,2018,06,10,18.0,14.6,22.4,ENE,12.5,73.9,8,04:43:58,21:16:19,992,spring,67.0
2018-06-11,2018,06,11,18.1,11.9,25.0,ENE,13.8,63.8,9,04:43:39,21:17:01,993,spring,73.0
2018-06-12,2018,06,12,15.0,11.9,18.2,NE,13.5,73.2,2,04:43:22,21:17:40,994,spring,49.0
2018-06-13,2018,06,13,15.5,7.7,21.7,WSW,11.4,64.0,8,04:43:08,21:18:17,995,spring,257.0
2018-06-14,2018,06,14,17.3,14.1,22.4,WSW,20.2,67.4,5,04:42:57,21:18:51,995,spring,253.0
2018-06-15,2018,06,15,16.8,10.7,21.5,West,10.9,56.5,7,04:42:50,21:19:22,996,spring,275.0
2018-06-16,2018,06,16,16.1,13.5,18.9,WSW,16.3,62.4,6,04:42:45,21:19:50,997,spring,242.0
2018-06-17,2018,06,17,15.0,12.3,17.9,WSW,18.7,72.0,4,04:42:44,21:20:15,997,spring,242.0
2018-06-18,2018,06,18,18.8,14.5,24.5,WSW,20.9,71.1,8,04:42:46,21:20:38,997,spring,250.0
2018-06-19,2018,06,19,20.4,17.2,23.8,WSW,17.4,71.0,3,04:42:50,21:20:57,998,spring,253.0
2018-06-20,2018,06,20,18.6,14.5,23.9,WSW,16.2,76.0,6,04:42:58,21:21:13,998,spring,239.0
2018-06-21,2018,06,21,15.3,10.0,19.3,NNW,18.7,47.4,9,04:43:09,21:21:26,998,summer,335.0
2018-06-22,2018,06,22,16.0,8.5,21.9,North,11.1,51.6,9,04:43:22,21:21:37,998,summer,5.0
2018-06-23,2018,06,23,17.4,10.8,22.6,NW,11.0,51.0,7,04:43:39,21:21:44,998,summer,310.0
2018-06-24,2018,06,24,19.2,11.1,25.2,NNE,7.5,47.2,8,04:43:59,21:21:48,997,summer,18.0
2018-06-25,2018,06,25,21.3,12.0,28.6,SE,7.3,50.5,8,04:44:21,21:21:49,997,summer,144.27586206896552
2018-06-26,2018,06,26,21.4,12.9,28.9,East,11.1,57.5,8,04:44:47,21:21:47,997,summer,89.0
2018-06-27,2018,06,27,19.0,12.7,27.0,ENE,15.3,65.1,8,04:45:15,21:21:41,996,summer,76.0
2018-06-28,2018,06,28,19.0,12.4,27.1,NE,17.5,65.8,8,04:45:46,21:21:33,995,summer,55.0
2018-06-29,2018,06,29,20.1,12.8,28.1,NE,18.6,60.9,9,04:46:20,21:21:21,995,summer,47.0
2018-06-30,2018,06,30,20.2,13.1,28.0,ENE,18.9,55.8,9,04:46:56,21:21:07,994,summer,75.0
2018-07-01,2018,07,01,23.1,14.7,31.4,ENE,15.3,49.2,8,04:47:36,21:20:49,993,summer,66.0
2018-07-02,2018,07,02,23.1,17.6,29.4,ENE,19.8,39.59,9,04:48:17,21:20:28,992,summer,68.0
2018-07-03,2018,07,03,20.9,14.9,26.8,East,20.5,47.85,8,04:49:02,21:20:04,991,summer,83.0
2018-07-04,2018,07,04,19.6,13.4,25.6,East,10.1,63.12,7,04:49:48,21:19:37,989,summer,96.0
2018-07-05,2018,07,05,23.0,16.4,28.6,West,8.4,63.74,6,04:50:38,21:19:07,988,summer,266.0
2018-07-06,2018,07,06,22.5,15.0,29.3,NNW,8.0,58.28,8,04:51:29,21:18:34,987,summer,343.0
2018-07-07,2018,07,07,23.8,16.2,29.7,South,10.1,56.24,8,04:52:23,21:17:58,985,summer,184.96428571428572
2018-07-08,2018,07,08,23.7,16.1,29.4,NNE,11.1,51.32,7,04:53:19,21:17:19,984,summer,17.0
2018-07-09,2018,07,09,22.5,15.9,28.7,South,11.1,56.47,6,04:54:17,21:16:37,982,summer,184.96428571428572
2018-07-10,2018,07,10,18.2,14.6,21.7,NE,15.7,61.26,3,04:55:18,21:15:52,980,summer,34.0
2018-07-11,2018,07,11,18.1,14.0,22.8,NE,12.6,67.41,3,04:56:20,21:15:05,978,summer,43.0
2018-07-12,2018,07,12,18.7,13.3,24.2,NE,10.0,66.66,5,04:57:25,21:14:14,976,summer,40.0
2018-07-13,2018,07,13,20.6,16.2,26.6,South,7.7,66.91,8,04:58:31,21:13:21,974,summer,184.96428571428572
2018-07-14,2018,07,14,21.6,14.3,28.0,South,8.5,61.73,7,04:59:39,21:12:25,972,summer,183.0
2018-07-15,2018,07,15,22.3,13.3,29.0,West,7.1,50.04,8,05:00:49,21:11:26,970,summer,260.0
2018-07-16,2018,07,16,22.0,14.0,28.8,West,9.2,47.26,7,05:02:00,21:10:25,968,summer,280.0
2018-07-17,2018,07,17,19.0,13.4,23.2,West,16.2,56.9,6,05:03:13,21:09:21,966,summer,261.0
2018-07-18,2018,07,18,20.0,14.8,25.2,SW,6.5,57.27,4,05:04:28,21:08:14,963,summer,232.0
2018-07-19,2018,07,19,20.8,12.5,27.9,SE,7.4,53.87,7,05:05:44,21:07:05,961,summer,132.0
2018-07-20,2018,07,20,20.8,16.2,25.0,South,10.6,55.95,3,05:07:02,21:05:54,958,summer,176.0
2018-07-21,2018,07,21,21.6,16.8,27.0,WNW,7.1,61.07,6,05:08:21,21:04:40,956,summer,295.0
2018-07-22,2018,07,22,22.2,14.7,27.4,WNW,8.2,56.06,7,05:09:41,21:03:24,953,summer,282.0
2018-07-23,2018,07,23,24.4,16.3,30.9,SW,10.6,52.69,8,05:11:02,21:02:05,951,summer,235.0
2018-07-24,2018,07,24,23.4,16.8,29.5,WSW,12.2,60.27,8,05:12:25,21:00:45,948,summer,238.0
2018-07-25,2018,07,25,23.6,16.5,30.4,WNW,8.0,54.87,7,05:13:48,20:59:21,945,summer,302.0
2018-07-26,2018,07,26,26.3,18.5,34.2,SSE,12.7,56.37,7,05:15:13,20:57:56,942,summer,156.0
2018-07-27,2018,07,27,23.4,18.9,30.9,WSW,9.4,60.08,7,05:16:39,20:56:29,939,summer,243.0
2018-07-28,2018,07,28,18.9,16.4,22.2,SW,25.4,60.7,8,05:18:05,20:55:00,936,summer,215.0
2018-07-29,2018,07,29,17.6,15.5,19.6,SSW,21.6,81.2,3,05:19:33,20:53:28,933,summer,195.0
2018-07-30,2018,07,30,19.7,17.1,23.2,SSW,17.0,72.34,4,05:21:01,20:51:55,930,summer,211.0
2018-07-31,2018,07,31,19.6,15.3,25.3,SW,14.2,65.4,7,05:22:30,20:50:19,927,summer,227.0
2018-08-01,2018,08,01,19.4,12.1,26.2,SW,9.3,61.1,8,05:23:59,20:48:42,924,summer,221.0
2018-08-02,2018,08,02,21.8,13.6,29.9,WSW,8.3,61.27,8,05:25:29,20:47:03,921,summer,248.0
2018-08-03,2018,08,03,24.2,17.1,31.6,NW,8.2,58.82,8,05:27:00,20:45:23,918,summer,312.0
2018-08-04,2018,08,04,23.2,19.0,27.6,North,12.6,57.83,7,05:28:32,20:43:40,915,summer,358.0
2018-08-05,2018,08,05,22.5,14.7,30.0,SSE,8.4,62.6,8,05:30:04,20:41:56,911,summer,156.0
2018-08-06,2018,08,06,23.8,14.5,31.7,WSW,6.3,54.6,8,05:31:36,20:40:10,908,summer,251.0
2018-08-07,2018,08,07,23.0,15.5,29.7,West,9.7,58.5,7,05:33:09,20:38:23,905,summer,263.0
2018-08-08,2018,08,08,19.2,15.0,24.1,WSW,18.0,56.8,7,05:34:42,20:36:34,901,summer,255.0
2018-08-09,2018,08,09,15.4,12.2,17.3,WNW,7.3,84.5,1,05:36:15,20:34:44,898,summer,283.0
2018-08-10,2018,08,10,14.4,9.4,20.3,WSW,12.5,79.5,4,05:37:49,20:32:52,895,summer,256.0
2018-08-11,2018,08,11,14.8,7.2,21.5,SW,9.2,71.7,8,05:39:23,20:30:59,891,summer,231.0
2018-08-12,2018,08,12,18.1,15.7,21.7,SSW,13.4,73.1,2,05:40:58,20:29:04,888,summer,196.0
2018-08-13,2018,08,13,18.8,15.3,23.5,WNW,12.0,76.3,3,05:42:32,20:27:08,884,summer,283.0
2018-08-14,2018,08,14,18.8,12.5,25.0,WNW,14.7,66.0,5,05:44:07,20:25:11,881,summer,284.0
2018-08-15,2018,08,15,19.5,14.8,24.4,WSW,16.2,70.1,5,05:45:42,20:23:13,877,summer,240.0
2018-08-16,2018,08,16,17.4,14.4,19.9,WSW,16.2,82.37,2,05:47:17,20:21:13,873,summer,241.0
2018-08-17,2018,08,17,16.2,9.3,21.8,West,12.7,68.48,5,05:48:52,20:19:13,870,summer,268.0
2018-08-18,2018,08,18,18.4,14.9,21.7,WSW,15.1,71.87,3,05:50:27,20:17:11,866,summer,243.0
2018-08-19,2018,08,19,20.6,17.5,26.3,WSW,19.2,72.91,2,05:52:03,20:15:08,863,summer,246.0
2018-08-20,2018,08,20,21.3,18.4,25.0,West,11.5,71.13,4,05:53:38,20:13:05,859,summer,270.0
2018-08-21,2018,08,21,21.5,17.9,27.0,WSW,9.4,69.0,6,05:55:14,20:11:00,855,summer,255.0
2018-08-22,2018,08,22,18.9,14.9,23.4,WSW,10.7,80.3,7,05:56:49,20:08:54,852,summer,249.0
2018-08-23,2018,08,23,18.7,15.3,21.2,West,16.3,72.57,3,05:58:25,20:06:47,848,summer,268.0
2018-08-24,2018,08,24,13.9,9.9,19.7,West,18.9,67.65,6,06:00:01,20:04:40,844,summer,275.0
2018-08-25,2018,08,25,12.5,7.3,18.1,WNW,12.0,72.81,6,06:01:36,20:02:32,840,summer,300.0
2018-08-26,2018,08,26,13.3,8.4,17.9,SSW,13.5,86.31,1,06:03:12,20:00:22,837,summer,203.0
2018-08-27,2018,08,27,16.6,13.4,19.2,West,17.9,73.18,4,06:04:48,19:58:13,833,summer,266.0
2018-08-28,2018,08,28,17.2,14.9,21.1,SW,7.2,66.18,2,06:06:23,19:56:02,829,summer,219.0
2018-08-29,2018,08,29,15.7,12.8,19.3,NW,9.4,77.0,3,06:07:59,19:53:51,825,summer,310.0
2018-08-30,2018,08,30,15.1,9.2,19.6,NNE,8.2,59.82,6,06:09:35,19:51:39,822,summer,17.0
2018-08-31,2018,08,31,15.8,9.0,21.2,ENE,7.8,70.0,6,06:11:10,19:49:26,818,summer,77.0
2018-09-01,2018,09,01,17.0,8.6,24.3,SSW,7.8,63.32,7,06:12:46,19:47:13,814,summer,194.0
2018-09-02,2018,09,02,16.9,8.3,24.5,SE,6.2,62.29,7,06:14:21,19:44:59,810,summer,140.0
2018-09-03,2018,09,03,17.3,9.7,23.7,NNE,5.6,68.9,5,06:15:57,19:42:45,806,summer,12.0
2018-09-04,2018,09,04,15.9,11.8,20.1,NNE,13.3,72.7,4,06:17:33,19:40:30,802,summer,16.0
2018-09-05,2018,09,05,17.2,13.6,21.6,NNE,13.6,71.7,2,06:19:08,19:38:15,799,summer,15.0
2018-09-06,2018,09,06,15.3,9.2,21.0,NW,11.3,71.1,6,06:20:44,19:36:00,795,summer,310.0
2018-09-07,2018,09,07,13.4,8.1,18.9,WNW,16.5,61.7,7,06:22:19,19:33:44,791,summer,282.0
2018-09-08,2018,09,08,14.3,7.3,20.3,WSW,11.4,73.1,2,06:23:55,19:31:27,787,summer,237.0
2018-09-09,2018,09,09,18.0,13.9,24.0,WSW,16.6,69.5,2,06:25:30,19:29:10,783,summer,239.0
2018-09-10,2018,09,10,17.1,13.2,21.5,WSW,16.6,70.0,4,06:27:06,19:26:53,779,summer,244.0
2018-09-11,2018,09,11,18.9,16.2,22.6,WSW,19.8,79.0,2,06:28:41,19:24:36,775,summer,239.0
2018-09-12,2018,09,12,13.4,9.0,15.8,North,9.1,81.3,1,06:30:17,19:22:18,772,summer,2.0
2018-09-13,2018,09,13,12.6,6.0,19.8,WNW,7.6,70.1,6,06:31:53,19:20:01,768,summer,288.0
2018-09-14,2018,09,14,13.8,9.6,17.9,WSW,14.1,71.5,4,06:33:28,19:17:43,764,summer,251.0
2018-09-15,2018,09,15,15.0,10.0,21.0,SW,9.4,73.6,5,06:35:04,19:15:25,760,summer,236.0
2018-09-16,2018,09,16,17.6,11.9,23.3,SW,15.4,70.6,5,06:36:40,19:13:06,756,summer,214.0
2018-09-17,2018,09,17,20.1,16.0,25.0,SSW,15.8,63.4,6,06:38:16,19:10:48,752,summer,197.0
2018-09-18,2018,09,18,19.1,16.0,23.3,SW,24.0,68.5,4,06:39:51,19:08:29,748,summer,223.0
2018-09-19,2018,09,19,19.0,16.0,22.7,SW,23.6,72.8,3,06:41:27,19:06:11,744,summer,224.0
2018-09-20,2018,09,20,18.4,15.7,21.2,SW,25.2,74.5,5,06:43:04,19:03:52,740,summer,220.0
2018-09-21,2018,09,21,14.1,10.4,18.2,WSW,30.5,66.82,5,06:44:40,19:01:34,736,fall,257.0
2018-09-22,2018,09,22,11.2,10.4,12.7,SW,12.1,84.91,1,06:46:16,18:59:15,732,fall,231.0
2018-09-23,2018,09,23,10.4,8.0,13.8,North,14.8,79.21,2,06:47:53,18:56:57,729,fall,4.0
2018-09-24,2018,09,24,9.0,3.4,15.3,NW,7.6,69.91,6,06:49:29,18:54:39,725,fall,305.0
2018-09-25,2018,09,25,9.6,2.0,17.9,WSW,7.2,71.28,5,06:51:06,18:52:21,721,fall,241.0
2018-09-26,2018,09,26,12.8,4.1,22.5,SW,6.8,68.43,6,06:52:43,18:50:03,717,fall,228.0
2018-09-27,2018,09,27,14.4,7.0,22.4,WSW,7.6,67.92,6,06:54:20,18:47:45,713,fall,255.0
2018-09-28,2018,09,28,13.4,9.4,16.8,NE,15.8,61.83,5,06:55:58,18:45:27,709,fall,36.0
2018-09-29,2018,09,29,9.8,2.9,17.4,NW,4.3,68.83,5,06:57:35,18:43:10,705,fall,313.0
2018-09-30,2018,09,30,9.3,3.2,14.6,NW,9.3,72.52,5,06:59:13,18:40:53,701,fall,312.0
2018-10-01,2018,10,01,10.5,6.1,14.1,NW,14.1,61.51,5,07:00:51,18:38:36,697,fall,316.0
2018-10-02,2018,10,02,15.1,10.2,19.4,West,19.9,70.34,3,07:02:29,18:36:19,693,fall,277.0
2018-10-03,2018,10,03,14.5,9.6,18.4,West,10.1,75.67,2,07:04:07,18:34:03,689,fall,275.0
2018-10-04,2018,10,04,13.4,9.6,18.3,SW,10.2,88.68,2,07:05:46,18:31:48,686,fall,235.0
2018-10-05,2018,10,05,15.6,13.2,21.0,SSW,5.6,81.8,3,07:07:25,18:29:32,682,fall,206.0
2018-10-06,2018,10,06,9.8,8.3,12.2,North,16.1,90.9,0,07:09:04,18:27:18,678,fall,8.0
2018-10-07,2018,10,07,9.2,5.1,13.7,NNW,10.7,72.26,5,07:10:44,18:25:03,674,fall,339.0
2018-10-08,2018,10,08,10.5,3.8,17.1,SW,9.5,74.18,2,07:12:24,18:22:50,670,fall,231.0
2018-10-09,2018,10,09,14.3,9.4,21.0,SSW,10.6,76.0,5,07:14:04,18:20:37,666,fall,198.0
2018-10-10,2018,10,10,14.9,7.0,24.5,East,10.9,82.2,5,07:15:44,18:18:24,662,fall,96.0
2018-10-11,2018,10,11,16.8,13.8,20.3,South,17.5,77.7,4,07:17:25,18:16:12,658,fall,174.0
2018-10-12,2018,10,12,17.7,13.5,21.2,SSW,27.2,68.5,3,07:19:06,18:14:01,654,fall,196.0
2018-10-13,2018,10,13,20.5,18.6,24.1,SSW,23.2,64.3,3,07:20:47,18:11:50,651,fall,195.0
2018-10-14,2018,10,14,13.1,9.8,19.0,North,15.5,87.4,0,07:22:28,18:09:41,647,fall,1.0
2018-10-15,2018,10,15,12.3,10.1,13.6,NE,12.4,94.8,1,07:24:10,18:07:32,643,fall,46.0
2018-10-16,2018,10,16,15.8,13.5,19.9,South,10.8,83.9,4,07:25:53,18:05:23,639,fall,180.0
2018-10-17,2018,10,17,13.4,11.1,15.8,WSW,5.4,89.7,1,07:27:35,18:03:16,635,fall,239.0
2018-10-18,2018,10,18,11.9,6.9,15.6,NE,12.7,76.8,4,07:29:18,18:01:10,631,fall,37.0
2018-10-19,2018,10,19,8.5,2.9,16.0,NNW,4.2,76.0,4,07:31:01,17:59:04,628,fall,343.0
2018-10-20,2018,10,20,10.5,3.6,18.2,West,4.9,83.9,3,07:32:44,17:57:00,624,fall,266.0
2018-10-21,2018,10,21,12.0,5.5,18.5,West,6.9,82.1,4,07:34:28,17:54:56,620,fall,262.0
2018-10-22,2018,10,22,9.6,4.8,13.1,North,12.9,65.63,4,07:36:12,17:52:54,616,fall,358.0
2018-10-23,2018,10,23,10.2,4.1,15.1,West,12.6,74.91,3,07:37:56,17:50:53,612,fall,280.0
2018-10-24,2018,10,24,12.6,7.0,17.1,WNW,11.9,79.4,3,07:39:41,17:48:52,609,fall,302.0
2018-10-25,2018,10,25,9.2,3.3,13.8,WNW,9.1,80.83,3,07:41:26,17:46:53,605,fall,287.0
2018-10-26,2018,10,26,8.7,4.6,11.0,WNW,16.3,72.14,1,07:43:11,17:44:56,601,fall,288.0
2018-10-27,2018,10,27,4.3,1.7,6.7,NNW,17.4,72.71,4,07:44:56,17:42:59,598,fall,346.0
2018-10-28,2018,10,28,6.1,3.4,10.2,NNE,10.9,79.25,2,06:46:41,16:41:04,594,fall,31.0
2018-10-29,2018,10,29,4.9,1.7,8.8,NNE,16.0,74.2,4,06:48:27,16:39:10,590,fall,27.0
2018-10-30,2018,10,30,6.3,4.4,8.9,NW,18.8,78.02,1,06:50:13,16:37:18,587,fall,310.0
2018-10-31,2018,10,31,6.3,-2.7,13.5,SE,9.3,77.86,3,06:51:59,16:35:27,583,fall,129.0
2018-11-01,2018,11,01,8.9,3.0,11.4,WSW,8.7,93.0,1,06:53:45,16:33:38,579,fall,239.0
2018-11-02,2018,11,02,4.1,-0.5,11.3,West,6.3,81.66,4,06:55:31,16:31:50,576,fall,262.0
2018-11-03,2018,11,03,8.3,2.3,13.9,South,13.6,72.17,2,06:57:17,16:30:04,572,fall,175.0
2018-11-04,2018,11,04,10.4,8.0,13.2,SSE,13.1,76.43,1,06:59:03,16:28:19,569,fall,160.0
2018-11-05,2018,11,05,10.6,4.6,15.6,East,8.5,89.21,1,07:00:49,16:26:36,565,fall,91.0
2018-11-06,2018,11,06,11.9,7.2,15.7,SSE,12.4,87.09,1,07:02:35,16:24:55,562,fall,150.0
2018-11-07,2018,11,07,12.0,8.1,14.7,South,22.8,83.9,1,07:04:21,16:23:16,558,fall,182.0
2018-11-08,2018,11,08,9.4,4.7,14.2,South,15.7,76.15,2,07:06:07,16:21:39,555,fall,175.0
2018-11-09,2018,11,09,10.2,5.6,13.7,SSE,18.9,84.6,1,07:07:53,16:20:03,552,fall,149.0
2018-11-10,2018,11,10,10.7,8.5,14.1,SSW,13.6,90.77,2,07:09:38,16:18:30,548,fall,192.0
2018-11-11,2018,11,11,10.3,7.5,14.0,SSW,14.1,83.2,2,07:11:23,16:16:58,545,fall,197.0
2018-11-12,2018,11,12,11.1,9.1,14.5,SSW,14.6,87.4,2,07:13:08,16:15:29,542,fall,194.0
2018-11-13,2018,11,13,10.4,7.7,13.6,SW,15.0,79.6,3,07:14:52,16:14:02,539,fall,228.0
2018-11-14,2018,11,14,11.0,6.4,14.8,South,12.4,82.58,3,07:16:36,16:12:37,536,fall,179.0
